name	filepath	source	rig	type	channels
AKG K701	over-ear/AKG K701 (Rtings).csv	Rtings	HMS II.3	over-ear	1
AKG K702	over-ear/AKG K702 (Rtings).csv	Rtings	HMS II.3	over-ear	1
AKG K712 PRO	over-ear/AKG K712 PRO (Rtings).csv	Rtings	HMS II.3	over-ear	1
AKG N60 NC Wireless	over-ear/AKG N60 NC Wireless (Rtings).csv	Rtings	HMS II.3	over-ear	1
AKG N700NC M2	over-ear/AKG N700NC M2 (Rtings).csv	Rtings	HMS II.3	over-ear	1
AKG N700NC	over-ear/AKG N700NC.csv	Rtings	HMS II.3	over-ear	1
AKG Q701	over-ear/AKG Q701 (Rtings).csv	Rtings	HMS II.3	over-ear	1
AmazonBasics Lightweight On Ear	over-ear/AmazonBasics Lightweight On Ear.csv	Rtings	HMS II.3	over-ear	1
Anker Soundcore Life 2	over-ear/Anker Soundcore Life 2.csv	Rtings	HMS II.3	over-ear	1
Anker Soundcore Life Q20	over-ear/Anker Soundcore Life Q20.csv	Rtings	HMS II.3	over-ear	1
Anker Soundcore Life Q35	over-ear/Anker Soundcore Life Q35.csv	Rtings	HMS II.3	over-ear	1
Anker Soundcore Space NC	over-ear/Anker Soundcore Space NC.csv	Rtings	HMS II.3	over-ear	1
Anker Soundcore Space One	over-ear/Anker Soundcore Space One (Rtings).csv	Rtings	HMS II.3	over-ear	1
ASTRO Gaming A10 (Gen 2)	over-ear/ASTRO Gaming A10 (Gen 2).csv	Rtings	HMS II.3	over-ear	1
ASTRO Gaming A10	over-ear/ASTRO Gaming A10.csv	Rtings	HMS II.3	over-ear	1
ASTRO Gaming A20 (Gen 2)	over-ear/ASTRO Gaming A20 (Gen 2).csv	Rtings	HMS II.3	over-ear	1
ASTRO Gaming A20	over-ear/ASTRO Gaming A20.csv	Rtings	HMS II.3	over-ear	1
ASTRO Gaming A30	over-ear/ASTRO Gaming A30.csv	Rtings	HMS II.3	over-ear	1
ASTRO Gaming A50 (Gen 3 2017)	over-ear/ASTRO Gaming A50 (Gen 3 2017).csv	Rtings	HMS II.3	over-ear	1
Audeze LCD-1	over-ear/Audeze LCD-1 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Audeze LCD-2 Classic	over-ear/Audeze LCD-2 Classic (Rtings).csv	Rtings	HMS II.3	over-ear	1
Audeze Mobius	over-ear/Audeze Mobius.csv	Rtings	HMS II.3	over-ear	1
Audeze Penrose	over-ear/Audeze Penrose.csv	Rtings	HMS II.3	over-ear	1
Audio-Technica ATH-AD700X (2013)	over-ear/Audio-Technica ATH-AD700X (2013).csv	Rtings	HMS II.3	over-ear	1
Audio-Technica ATH-ANC70	over-ear/Audio-Technica ATH-ANC70.csv	Rtings	HMS II.3	over-ear	1
Audio-Technica ATH-ANC7B	over-ear/Audio-Technica ATH-ANC7B.csv	Rtings	HMS II.3	over-ear	1
Audio-Technica ATH-ANC9	over-ear/Audio-Technica ATH-ANC9 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Audio-Technica ATH-DSR9BT	over-ear/Audio-Technica ATH-DSR9BT.csv	Rtings	HMS II.3	over-ear	1
Audio-Technica ATH-M20x	over-ear/Audio-Technica ATH-M20x (Rtings).csv	Rtings	HMS II.3	over-ear	1
Audio-Technica ATH-M30x	over-ear/Audio-Technica ATH-M30x.csv	Rtings	HMS II.3	over-ear	1
Audio-Technica ATH-M40x	over-ear/Audio-Technica ATH-M40x (Rtings).csv	Rtings	HMS II.3	over-ear	1
Audio-Technica ATH-M50xBT	over-ear/Audio-Technica ATH-M50xBT.csv	Rtings	HMS II.3	over-ear	1
Audio-Technica ATH-M50xBT2	over-ear/Audio-Technica ATH-M50xBT2.csv	Rtings	HMS II.3	over-ear	1
Audio-Technica ATH-M60x	over-ear/Audio-Technica ATH-M60x (Rtings).csv	Rtings	HMS II.3	over-ear	1
Audio-Technica ATH-M70x	over-ear/Audio-Technica ATH-M70x (Rtings).csv	Rtings	HMS II.3	over-ear	1
Audio-Technica ATH-MSR7NC	over-ear/Audio-Technica ATH-MSR7NC.csv	Rtings	HMS II.3	over-ear	1
Audio-Technica ATH-R70x	over-ear/Audio-Technica ATH-R70x (Rtings).csv	Rtings	HMS II.3	over-ear	1
Avantree HT5009	over-ear/Avantree HT5009.csv	Rtings	HMS II.3	over-ear	1
Bang & Olufsen Beoplay H6 (2nd Gen)	over-ear/Bang & Olufsen Beoplay H6 (2nd Gen) (Rtings).csv	Rtings	HMS II.3	over-ear	1
Bang & Olufsen Beoplay H9 (Gen 1)	over-ear/Bang & Olufsen Beoplay H9 (Gen 1).csv	Rtings	HMS II.3	over-ear	1
Bang & Olufsen Beoplay H9i	over-ear/Bang & Olufsen Beoplay H9i (Rtings).csv	Rtings	HMS II.3	over-ear	1
Bang & Olufsen Beoplay Portal	over-ear/Bang & Olufsen Beoplay Portal.csv	Rtings	HMS II.3	over-ear	1
Beats EP On-Ear	over-ear/Beats EP On-Ear.csv	Rtings	HMS II.3	over-ear	1
Beats Solo Pro	over-ear/Beats Solo Pro (Rtings).csv	Rtings	HMS II.3	over-ear	1
Beats Solo3 (wireless, 2019)	over-ear/Beats Solo3 (wireless, 2019).csv	Rtings	HMS II.3	over-ear	1
Beats Solo3 Wireless (2018)	over-ear/Beats Solo3 Wireless (2018).csv	Rtings	HMS II.3	over-ear	1
Beats Studio Wireless	over-ear/Beats Studio Wireless.csv	Rtings	HMS II.3	over-ear	1
Beats Studio3 Wireless	over-ear/Beats Studio3 Wireless (Rtings).csv	Rtings	HMS II.3	over-ear	1
Beyerdynamic Amiron Wireless	over-ear/Beyerdynamic Amiron Wireless.csv	Rtings	HMS II.3	over-ear	1
Beyerdynamic DT 1770 (velour earpads)	over-ear/Beyerdynamic DT 1770 (velour earpads) (Rtings).csv	Rtings	HMS II.3	over-ear	1
Beyerdynamic DT 1990 (balanced earpads)	over-ear/Beyerdynamic DT 1990 (balanced earpads) (Rtings).csv	Rtings	HMS II.3	over-ear	1
Beyerdynamic DT 700 Pro X	over-ear/Beyerdynamic DT 700 Pro X (Rtings).csv	Rtings	HMS II.3	over-ear	1
Beyerdynamic DT 880	over-ear/Beyerdynamic DT 880 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Beyerdynamic DT 900 Pro X	over-ear/Beyerdynamic DT 900 Pro X (Rtings).csv	Rtings	HMS II.3	over-ear	1
Beyerdynamic T1 (2nd Gen)	over-ear/Beyerdynamic T1 (2nd Gen) (Rtings).csv	Rtings	HMS II.3	over-ear	1
Bluedio T2S	over-ear/Bluedio T2S.csv	Rtings	HMS II.3	over-ear	1
Bluedio T3 Plus	over-ear/Bluedio T3 Plus.csv	Rtings	HMS II.3	over-ear	1
Bluedio T4 Turbine	over-ear/Bluedio T4 Turbine.csv	Rtings	HMS II.3	over-ear	1
Bluedio U Plus	over-ear/Bluedio U Plus.csv	Rtings	HMS II.3	over-ear	1
BlueParrott B450-XT	over-ear/BlueParrott B450-XT.csv	Rtings	HMS II.3	over-ear	1
Bose QuietComfort 25	over-ear/Bose QuietComfort 25 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Bose QuietComfort 35 II Gaming Headset​	over-ear/Bose QuietComfort 35 II Gaming Headset​.csv	Rtings	HMS II.3	over-ear	1
Bose QuietComfort 35 II	over-ear/Bose QuietComfort 35 II.csv	Rtings	HMS II.3	over-ear	1
Bose QuietComfort 35	over-ear/Bose QuietComfort 35.csv	Rtings	HMS II.3	over-ear	1
Bose QuietControl 30	over-ear/Bose QuietControl 30.csv	Rtings	HMS II.3	over-ear	1
Bose SoundLink Around-Ear II	over-ear/Bose SoundLink Around-Ear II.csv	Rtings	HMS II.3	over-ear	1
Bose SoundLink On-Ear	over-ear/Bose SoundLink On-Ear.csv	Rtings	HMS II.3	over-ear	1
Bose SoundTrue Around-Ear II	over-ear/Bose SoundTrue Around-Ear II.csv	Rtings	HMS II.3	over-ear	1
Bowers & Wilkins P5 Series 2	over-ear/Bowers & Wilkins P5 Series 2 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Bowers & Wilkins P5 Wireless	over-ear/Bowers & Wilkins P5 Wireless.csv	Rtings	HMS II.3	over-ear	1
Bowers & Wilkins P7	over-ear/Bowers & Wilkins P7 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Bowers & Wilkins PX	over-ear/Bowers & Wilkins PX.csv	Rtings	HMS II.3	over-ear	1
Bowers & Wilkins PX5	over-ear/Bowers & Wilkins PX5.csv	Rtings	HMS II.3	over-ear	1
Bowers & Wilkins PX7	over-ear/Bowers & Wilkins PX7.csv	Rtings	HMS II.3	over-ear	1
Brainwavz HM5	over-ear/Brainwavz HM5.csv	Rtings	HMS II.3	over-ear	1
BÖHM B-66	over-ear/BÖHM B-66.csv	Rtings	HMS II.3	over-ear	1
Cooler Master MH630	over-ear/Cooler Master MH630.csv	Rtings	HMS II.3	over-ear	1
Cooler Master MH751	over-ear/Cooler Master MH751.csv	Rtings	HMS II.3	over-ear	1
Corsair HS35	over-ear/Corsair HS35.csv	Rtings	HMS II.3	over-ear	1
Corsair HS50	over-ear/Corsair HS50.csv	Rtings	HMS II.3	over-ear	1
Corsair HS60 HAPTIC	over-ear/Corsair HS60 HAPTIC.csv	Rtings	HMS II.3	over-ear	1
Corsair HS60 PRO SURROUND	over-ear/Corsair HS60 PRO SURROUND.csv	Rtings	HMS II.3	over-ear	1
Corsair HS60	over-ear/Corsair HS60.csv	Rtings	HMS II.3	over-ear	1
Corsair HS70 Bluetooth	over-ear/Corsair HS70 Bluetooth.csv	Rtings	HMS II.3	over-ear	1
Corsair HS70 Wireless	over-ear/Corsair HS70 Wireless.csv	Rtings	HMS II.3	over-ear	1
Corsair HS75 XB WIRELESS	over-ear/Corsair HS75 XB WIRELESS.csv	Rtings	HMS II.3	over-ear	1
Corsair HS80 MAX WIRELESS	over-ear/Corsair HS80 MAX WIRELESS.csv	Rtings	HMS II.3	over-ear	1
Corsair HS80 RGB WIRELESS	over-ear/Corsair HS80 RGB WIRELESS.csv	Rtings	HMS II.3	over-ear	1
Corsair Virtuoso RGB Wireless SE	over-ear/Corsair Virtuoso RGB Wireless SE.csv	Rtings	HMS II.3	over-ear	1
Corsair VIRTUOSO RGB Wireless XT	over-ear/Corsair VIRTUOSO RGB Wireless XT.csv	Rtings	HMS II.3	over-ear	1
Corsair Void Elite	over-ear/Corsair Void Elite.csv	Rtings	HMS II.3	over-ear	1
Corsair Void PRO RGB	over-ear/Corsair Void PRO RGB.csv	Rtings	HMS II.3	over-ear	1
Cougar Immersa	over-ear/Cougar Immersa.csv	Rtings	HMS II.3	over-ear	1
Cowin E7 Pro	over-ear/Cowin E7 Pro.csv	Rtings	HMS II.3	over-ear	1
Cowin E7	over-ear/Cowin E7.csv	Rtings	HMS II.3	over-ear	1
Cowin E8	over-ear/Cowin E8.csv	Rtings	HMS II.3	over-ear	1
Cowin SE7	over-ear/Cowin SE7.csv	Rtings	HMS II.3	over-ear	1
Creative Aurvana Gold	over-ear/Creative Aurvana Gold.csv	Rtings	HMS II.3	over-ear	1
Creative Sound Blaster EVO ZxR	over-ear/Creative Sound Blaster EVO ZxR.csv	Rtings	HMS II.3	over-ear	1
Creative Sound BlasterX H5	over-ear/Creative Sound BlasterX H5.csv	Rtings	HMS II.3	over-ear	1
Creative SXFI Air	over-ear/Creative SXFI Air.csv	Rtings	HMS II.3	over-ear	1
Denon AHGC20 Globe Cruiser	over-ear/Denon AHGC20 Globe Cruiser.csv	Rtings	HMS II.3	over-ear	1
Diskin DH3	over-ear/Diskin DH3.csv	Rtings	HMS II.3	over-ear	1
Dolby Dimension	over-ear/Dolby Dimension.csv	Rtings	HMS II.3	over-ear	1
Dyson Zone	over-ear/Dyson Zone (Rtings).csv	Rtings	HMS II.3	over-ear	1
EPOS Sennheiser GSP 600	over-ear/EPOS Sennheiser GSP 600.csv	Rtings	HMS II.3	over-ear	1
Fairphone Fairbuds XL	over-ear/Fairphone Fairbuds XL (Rtings).csv	Rtings	HMS II.3	over-ear	1
Focal Celestee	over-ear/Focal Celestee (Rtings).csv	Rtings	HMS II.3	over-ear	1
Focal Clear Mg	over-ear/Focal Clear Mg (Rtings).csv	Rtings	HMS II.3	over-ear	1
Focal Elear	over-ear/Focal Elear (Rtings).csv	Rtings	HMS II.3	over-ear	1
Focal Elegia	over-ear/Focal Elegia (Rtings).csv	Rtings	HMS II.3	over-ear	1
Focal Stellia	over-ear/Focal Stellia (Rtings).csv	Rtings	HMS II.3	over-ear	1
Grado GW100	over-ear/Grado GW100 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Grado SR125e	over-ear/Grado SR125e (Rtings).csv	Rtings	HMS II.3	over-ear	1
Grado SR225e	over-ear/Grado SR225e.csv	Rtings	HMS II.3	over-ear	1
Grado SR325e	over-ear/Grado SR325e (Rtings).csv	Rtings	HMS II.3	over-ear	1
Grado SR60e	over-ear/Grado SR60e (Rtings).csv	Rtings	HMS II.3	over-ear	1
Grado SR80e	over-ear/Grado SR80e (Rtings).csv	Rtings	HMS II.3	over-ear	1
Grado The Hemp Headphone	over-ear/Grado The Hemp Headphone.csv	Rtings	HMS II.3	over-ear	1
HIFIMAN Ananda BT	over-ear/HIFIMAN Ananda BT.csv	Rtings	HMS II.3	over-ear	1
HIFIMAN Ananda	over-ear/HIFIMAN Ananda (Rtings).csv	Rtings	HMS II.3	over-ear	1
HIFIMAN Arya	over-ear/HIFIMAN Arya (Rtings).csv	Rtings	HMS II.3	over-ear	1
HIFIMAN Edition X	over-ear/HIFIMAN Edition X (Rtings).csv	Rtings	HMS II.3	over-ear	1
HIFIMAN HE400i	over-ear/HIFIMAN HE400i (Rtings).csv	Rtings	HMS II.3	over-ear	1
HIFIMAN HE400se	over-ear/HIFIMAN HE400se (Rtings).csv	Rtings	HMS II.3	over-ear	1
HIFIMAN Sundara (pre-2020 earpads)	over-ear/HIFIMAN Sundara (pre-2020 earpads) (Rtings).csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud Alpha S	over-ear/HyperX Cloud Alpha S.csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud Alpha Wireless	over-ear/HyperX Cloud Alpha Wireless.csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud Alpha	over-ear/HyperX Cloud Alpha (Rtings).csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud Core	over-ear/HyperX Cloud Core.csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud Flight S	over-ear/HyperX Cloud Flight S.csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud Flight	over-ear/HyperX Cloud Flight.csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud II Wireless	over-ear/HyperX Cloud II Wireless.csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud II	over-ear/HyperX Cloud II (Rtings).csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud III	over-ear/HyperX Cloud III.csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud Mix	over-ear/HyperX Cloud Mix.csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud Revolver + 7.1	over-ear/HyperX Cloud Revolver + 7.1.csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud Revolver	over-ear/HyperX Cloud Revolver.csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud Stinger 2	over-ear/HyperX Cloud Stinger 2.csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud Stinger S	over-ear/HyperX Cloud Stinger S.csv	Rtings	HMS II.3	over-ear	1
HyperX Cloud Stinger	over-ear/HyperX Cloud Stinger.csv	Rtings	HMS II.3	over-ear	1
iClever Boostcare	over-ear/iClever Boostcare.csv	Rtings	HMS II.3	over-ear	1
iClever BTH02	over-ear/iClever BTH02.csv	Rtings	HMS II.3	over-ear	1
Insignia Digital Wireless Headphones	over-ear/Insignia Digital Wireless Headphones.csv	Rtings	HMS II.3	over-ear	1
Jabra Elite 85h	over-ear/Jabra Elite 85h.csv	Rtings	HMS II.3	over-ear	1
Jabra Evolve2 65	over-ear/Jabra Evolve2 65.csv	Rtings	HMS II.3	over-ear	1
Jabra Evolve2 85	over-ear/Jabra Evolve2 85.csv	Rtings	HMS II.3	over-ear	1
JBL CLUB 700BT	over-ear/JBL CLUB 700BT.csv	Rtings	HMS II.3	over-ear	1
JBL CLUB 950NC	over-ear/JBL CLUB 950NC.csv	Rtings	HMS II.3	over-ear	1
JBL CLUB ONE	over-ear/JBL CLUB ONE.csv	Rtings	HMS II.3	over-ear	1
JBL E45BT	over-ear/JBL E45BT.csv	Rtings	HMS II.3	over-ear	1
JBL E55BT	over-ear/JBL E55BT.csv	Rtings	HMS II.3	over-ear	1
JBL E65BTNC	over-ear/JBL E65BTNC.csv	Rtings	HMS II.3	over-ear	1
JBL Everest 310	over-ear/JBL Everest 310.csv	Rtings	HMS II.3	over-ear	1
JBL Everest 710	over-ear/JBL Everest 710.csv	Rtings	HMS II.3	over-ear	1
JBL Everest Elite 700	over-ear/JBL Everest Elite 700.csv	Rtings	HMS II.3	over-ear	1
JBL JR300BT	over-ear/JBL JR300BT.csv	Rtings	HMS II.3	over-ear	1
JBL Live 400BT	over-ear/JBL Live 400BT.csv	Rtings	HMS II.3	over-ear	1
JBL Live 460NC	over-ear/JBL Live 460NC.csv	Rtings	HMS II.3	over-ear	1
JBL Live 500BT	over-ear/JBL Live 500BT.csv	Rtings	HMS II.3	over-ear	1
JBL Live 650BTNC	over-ear/JBL Live 650BTNC.csv	Rtings	HMS II.3	over-ear	1
JBL Live 660NC	over-ear/JBL Live 660NC.csv	Rtings	HMS II.3	over-ear	1
JBL Quantum 100	over-ear/JBL Quantum 100.csv	Rtings	HMS II.3	over-ear	1
JBL Quantum 400	over-ear/JBL Quantum 400.csv	Rtings	HMS II.3	over-ear	1
JBL Quantum 800	over-ear/JBL Quantum 800.csv	Rtings	HMS II.3	over-ear	1
JBL Quantum ONE	over-ear/JBL Quantum ONE.csv	Rtings	HMS II.3	over-ear	1
JBL Synchros E50BT	over-ear/JBL Synchros E50BT.csv	Rtings	HMS II.3	over-ear	1
JBL T450BT	over-ear/JBL T450BT (Rtings).csv	Rtings	HMS II.3	over-ear	1
JBL Tour One	over-ear/JBL Tour One.csv	Rtings	HMS II.3	over-ear	1
JBL Tune 510BT	over-ear/JBL Tune 510BT.csv	Rtings	HMS II.3	over-ear	1
JBL Tune 660NC	over-ear/JBL Tune 660NC.csv	Rtings	HMS II.3	over-ear	1
JBL TUNE 750BTNC	over-ear/JBL TUNE 750BTNC.csv	Rtings	HMS II.3	over-ear	1
Koss KSC75	over-ear/Koss KSC75 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Koss Porta Pro KTC	over-ear/Koss Porta Pro KTC.csv	Rtings	HMS II.3	over-ear	1
Koss Porta Pro Wireless	over-ear/Koss Porta Pro Wireless.csv	Rtings	HMS II.3	over-ear	1
Koss QZPro	over-ear/Koss QZPro.csv	Rtings	HMS II.3	over-ear	1
Koss UR20	over-ear/Koss UR20.csv	Rtings	HMS II.3	over-ear	1
Logitech G Pro Gaming Headset	over-ear/Logitech G Pro Gaming Headset.csv	Rtings	HMS II.3	over-ear	1
Logitech G Pro X Gaming Headset	over-ear/Logitech G Pro X Gaming Headset.csv	Rtings	HMS II.3	over-ear	1
Logitech G PRO X LIGHTSPEED	over-ear/Logitech G PRO X LIGHTSPEED.csv	Rtings	HMS II.3	over-ear	1
Logitech G335	over-ear/Logitech G335.csv	Rtings	HMS II.3	over-ear	1
Logitech G430	over-ear/Logitech G430.csv	Rtings	HMS II.3	over-ear	1
Logitech G432	over-ear/Logitech G432.csv	Rtings	HMS II.3	over-ear	1
Logitech G433	over-ear/Logitech G433 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Logitech G435 LIGHTSPEED	over-ear/Logitech G435 LIGHTSPEED.csv	Rtings	HMS II.3	over-ear	1
Logitech G533	over-ear/Logitech G533.csv	Rtings	HMS II.3	over-ear	1
Logitech G635	over-ear/Logitech G635.csv	Rtings	HMS II.3	over-ear	1
Logitech G733 LIGHTSPEED	over-ear/Logitech G733 LIGHTSPEED (Rtings).csv	Rtings	HMS II.3	over-ear	1
Logitech G735	over-ear/Logitech G735.csv	Rtings	HMS II.3	over-ear	1
Logitech G930	over-ear/Logitech G930 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Logitech G933	over-ear/Logitech G933.csv	Rtings	HMS II.3	over-ear	1
Logitech G935	over-ear/Logitech G935.csv	Rtings	HMS II.3	over-ear	1
Logitech Zone Wired	over-ear/Logitech Zone Wired.csv	Rtings	HMS II.3	over-ear	1
LucidSound LS31	over-ear/LucidSound LS31.csv	Rtings	HMS II.3	over-ear	1
Marshall Major II	over-ear/Marshall Major II.csv	Rtings	HMS II.3	over-ear	1
Marshall MID ANC	over-ear/Marshall MID ANC.csv	Rtings	HMS II.3	over-ear	1
Massdrop Panda	over-ear/Massdrop Panda (Rtings).csv	Rtings	HMS II.3	over-ear	1
Meze Empyrean	over-ear/Meze Empyrean (Rtings).csv	Rtings	HMS II.3	over-ear	1
Microsoft Surface Headphones 2	over-ear/Microsoft Surface Headphones 2.csv	Rtings	HMS II.3	over-ear	1
Microsoft Surface Headphones	over-ear/Microsoft Surface Headphones (Rtings).csv	Rtings	HMS II.3	over-ear	1
Mixcder E9	over-ear/Mixcder E9.csv	Rtings	HMS II.3	over-ear	1
Monoprice 110010	over-ear/Monoprice 110010.csv	Rtings	HMS II.3	over-ear	1
Motorola Squads 200	over-ear/Motorola Squads 200.csv	Rtings	HMS II.3	over-ear	1
Mpow 059	over-ear/Mpow 059.csv	Rtings	HMS II.3	over-ear	1
Mpow CH1	over-ear/Mpow CH1.csv	Rtings	HMS II.3	over-ear	1
Mpow CH6	over-ear/Mpow CH6.csv	Rtings	HMS II.3	over-ear	1
Mpow CH9	over-ear/Mpow CH9.csv	Rtings	HMS II.3	over-ear	1
Mpow H10	over-ear/Mpow H10.csv	Rtings	HMS II.3	over-ear	1
Mpow H5	over-ear/Mpow H5.csv	Rtings	HMS II.3	over-ear	1
Mpow Pro Trucker	over-ear/Mpow Pro Trucker.csv	Rtings	HMS II.3	over-ear	1
NAD VISO HP50	over-ear/NAD VISO HP50 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Nura Nuraphone	over-ear/Nura Nuraphone.csv	Rtings	HMS II.3	over-ear	1
Oppo PM3	over-ear/Oppo PM3 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Panasonic RP-HC101	over-ear/Panasonic RP-HC101.csv	Rtings	HMS II.3	over-ear	1
Panasonic RP-HC800	over-ear/Panasonic RP-HC800.csv	Rtings	HMS II.3	over-ear	1
Parrot Zik 2.0	over-ear/Parrot Zik 2.0 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Parrot Zik 3.0	over-ear/Parrot Zik 3.0.csv	Rtings	HMS II.3	over-ear	1
Philips Fidelio NC1	over-ear/Philips Fidelio NC1 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Philips Fidelio X3	over-ear/Philips Fidelio X3 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Philips SHP9600	over-ear/Philips SHP9600.csv	Rtings	HMS II.3	over-ear	1
Pioneer DJ HDJ-CUE1BT	over-ear/Pioneer DJ HDJ-CUE1BT.csv	Rtings	HMS II.3	over-ear	1
Plantronics BackBeat Go 600	over-ear/Plantronics BackBeat Go 600.csv	Rtings	HMS II.3	over-ear	1
Plantronics Backbeat Go 810	over-ear/Plantronics Backbeat Go 810.csv	Rtings	HMS II.3	over-ear	1
Plantronics BackBeat Pro 2	over-ear/Plantronics BackBeat Pro 2.csv	Rtings	HMS II.3	over-ear	1
Plantronics Backbeat Pro	over-ear/Plantronics Backbeat Pro.csv	Rtings	HMS II.3	over-ear	1
Plantronics RIG 800LX	over-ear/Plantronics RIG 800LX.csv	Rtings	HMS II.3	over-ear	1
Polk Audio Buckle	over-ear/Polk Audio Buckle (Rtings).csv	Rtings	HMS II.3	over-ear	1
Polk Audio UltraFocus 8000	over-ear/Polk Audio UltraFocus 8000 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Puro JuniorJams	over-ear/Puro JuniorJams.csv	Rtings	HMS II.3	over-ear	1
Razer Barracuda Pro	over-ear/Razer Barracuda Pro.csv	Rtings	HMS II.3	over-ear	1
Razer Barracuda X (2021)	over-ear/Razer Barracuda X (2021).csv	Rtings	HMS II.3	over-ear	1
Razer Barracuda	over-ear/Razer Barracuda.csv	Rtings	HMS II.3	over-ear	1
Razer BlackShark V2 Pro 2023	over-ear/Razer BlackShark V2 Pro 2023.csv	Rtings	HMS II.3	over-ear	1
Razer BlackShark V2 Pro	over-ear/Razer BlackShark V2 Pro.csv	Rtings	HMS II.3	over-ear	1
Razer BlackShark V2 X	over-ear/Razer BlackShark V2 X.csv	Rtings	HMS II.3	over-ear	1
Razer BlackShark V2	over-ear/Razer BlackShark V2 (Rtings).csv	Rtings	HMS II.3	over-ear	1
Razer Kaira Pro	over-ear/Razer Kaira Pro.csv	Rtings	HMS II.3	over-ear	1
Razer Kaira X	over-ear/Razer Kaira X.csv	Rtings	HMS II.3	over-ear	1
Razer Kraken Pro V2	over-ear/Razer Kraken Pro V2.csv	Rtings	HMS II.3	over-ear	1
Razer Kraken Tournament Edition	over-ear/Razer Kraken Tournament Edition.csv	Rtings	HMS II.3	over-ear	1
Razer Kraken Ultimate	over-ear/Razer Kraken Ultimate.csv	Rtings	HMS II.3	over-ear	1
Razer Kraken USB	over-ear/Razer Kraken USB.csv	Rtings	HMS II.3	over-ear	1
Razer Kraken V3 HyperSense	over-ear/Razer Kraken V3 HyperSense.csv	Rtings	HMS II.3	over-ear	1
Razer Kraken V3 Pro	over-ear/Razer Kraken V3 Pro (Rtings).csv	Rtings	HMS II.3	over-ear	1
Razer Kraken V3 X	over-ear/Razer Kraken V3 X.csv	Rtings	HMS II.3	over-ear	1
Razer Kraken V3	over-ear/Razer Kraken V3.csv	Rtings	HMS II.3	over-ear	1
Razer Kraken X	over-ear/Razer Kraken X.csv	Rtings	HMS II.3	over-ear	1
Razer Man O'War	over-ear/Razer Man O'War.csv	Rtings	HMS II.3	over-ear	1
Razer Nari Ultimate	over-ear/Razer Nari Ultimate.csv	Rtings	HMS II.3	over-ear	1
Razer Opus 2020	over-ear/Razer Opus 2020.csv	Rtings	HMS II.3	over-ear	1
Razer Opus 2021	over-ear/Razer Opus 2021.csv	Rtings	HMS II.3	over-ear	1
Razer Opus X	over-ear/Razer Opus X.csv	Rtings	HMS II.3	over-ear	1
ROCCAT Elo 7.1 Air	over-ear/ROCCAT Elo 7.1 Air.csv	Rtings	HMS II.3	over-ear	1
ROCCAT Syn Pro Air	over-ear/ROCCAT Syn Pro Air.csv	Rtings	HMS II.3	over-ear	1
RUNMUS RGB K1 Gaming Headset	over-ear/RUNMUS RGB K1 Gaming Headset.csv	Rtings	HMS II.3	over-ear	1
RØDE NTH-100M	over-ear/RØDE NTH-100M (Rtings).csv	Rtings	HMS II.3	over-ear	1
Samson SR850	over-ear/Samson SR850.csv	Rtings	HMS II.3	over-ear	1
Samsung Gear IconX	over-ear/Samsung Gear IconX.csv	Rtings	HMS II.3	over-ear	1
Samsung Level On Wireless	over-ear/Samsung Level On Wireless.csv	Rtings	HMS II.3	over-ear	1
Samsung Level Over Wireless	over-ear/Samsung Level Over Wireless.csv	Rtings	HMS II.3	over-ear	1
Sennheiser CX 400BT	over-ear/Sennheiser CX 400BT.csv	Rtings	HMS II.3	over-ear	1
Sennheiser GAME ONE	over-ear/Sennheiser GAME ONE (Rtings).csv	Rtings	HMS II.3	over-ear	1
Sennheiser HD 201	over-ear/Sennheiser HD 201 (Rtings).csv	Rtings	HMS II.3	over-ear	1
